ssn,age,education,marital-status,relationship,sex,income
550-36-8549,30.0,,Married-civ-spouse,Husband,Male,
653-10-1964,39.0,Assoc-voc,,,Male,<=50K
407-49-3857,54.0,Some-college,,Husband,,
654-33-0466,49.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
639-06-6338,17.0,7th-8th,,Own-child,Male,<=50K
603-28-6240,39.0,,Married-civ-spouse,Husband,,
268-42-7518,40.0,HS-grad,Married-civ-spouse,,,
578-59-3365,58.0,HS-grad,Married-civ-spouse,Husband,,>50K
133-56-8795,20.0,HS-grad,Never-married,,,<=50K
699-50-8598,30.0,Some-college,,Own-child,,<=50K
276-25-9213,45.0,,Never-married,Not-in-family,,<=50K
914-58-8451,35.0,9th,Married-civ-spouse,Husband,,
971-80-5895,31.0,HS-grad,,,,<=50K
111-14-8648,22.0,HS-grad,Never-married,,Male,
609-36-7321,22.0,HS-grad,,,Female,<=50K
543-45-8230,43.0,Masters,,Unmarried,Male,<=50K
689-09-7050,31.0,Doctorate,Divorced,Unmarried,Female,
396-13-0220,84.0,,,,Male,
662-49-9999,,Some-college,Married-civ-spouse,Husband,Female,
081-35-7493,50.0,Bachelors,Married-civ-spouse,Wife,,
038-20-6388,42.0,10th,Married-civ-spouse,,Male,
342-44-4717,37.0,Assoc-acdm,,Husband,,
414-09-7051,30.0,Bachelors,Married-civ-spouse,Husband,,>50K
786-91-6461,53.0,Bachelors,Married-civ-spouse,,Male,
897-94-2259,44.0,Some-college,Married-civ-spouse,Husband,Male,
275-36-8550,32.0,,Divorced,Unmarried,,<=50K
993-36-6092,36.0,11th,,Husband,,<=50K
831-35-7493,52.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
474-41-6461,33.0,,Married-civ-spouse,Wife,Male,<=50K
365-93-9803,67.0,5th-6th,Married-civ-spouse,Husband,Male,>50K
257-64-7419,41.0,Bachelors,Divorced,,Male,<=50K
936-48-6485,58.0,,Married-civ-spouse,,Male,
868-39-6805,30.0,11th,Never-married,Not-in-family,Male,
775-36-8549,29.0,Some-college,,Husband,Male,
767-01-4741,39.0,HS-grad,Never-married,Not-in-family,Male,>50K
339-89-5577,26.0,Doctorate,Married-civ-spouse,,Male,>50K
880-37-4691,30.0,Bachelors,Married-civ-spouse,,Male,<=50K
952-54-9139,52.0,Bachelors,Married-civ-spouse,Wife,,<=50K
561-27-1498,46.0,11th,Married-civ-spouse,Husband,Male,
388-23-7100,,,Married-civ-spouse,,,<=50K
505-28-2554,45.0,5th-6th,Married-civ-spouse,Wife,,
801-99-6313,30.0,,,Unmarried,Female,
990-17-1989,42.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
246-03-8083,42.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
505-65-1105,37.0,,Separated,,Female,
152-70-2702,67.0,Some-college,Married-civ-spouse,Husband,Male,
783-44-5945,33.0,HS-grad,Divorced,Unmarried,,<=50K
717-72-1129,23.0,,Never-married,Not-in-family,,<=50K
716-40-0490,,,Married-civ-spouse,Husband,,>50K
538-11-4250,,Bachelors,Divorced,,,
517-90-5404,68.0,,,Not-in-family,Male,<=50K
378-93-1203,,HS-grad,Married-civ-spouse,Husband,Male,>50K
604-85-2579,60.0,,Married-civ-spouse,,,<=50K
118-98-0343,40.0,,Married-civ-spouse,Wife,,
313-48-2800,,Masters,Married-civ-spouse,Wife,Male,>50K
471-46-8058,78.0,,Married-civ-spouse,Husband,Male,>50K
596-49-8770,62.0,Prof-school,Divorced,Not-in-family,Female,<=50K
962-68-4274,34.0,Some-college,Married-civ-spouse,,,<=50K
834-95-0859,35.0,,Divorced,,Female,
677-73-3414,50.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
657-52-4569,42.0,Some-college,Never-married,Not-in-family,Male,<=50K
929-85-2578,,Some-college,Married-civ-spouse,Husband,,
676-38-2063,44.0,Bachelors,,Not-in-family,Female,
112-43-8574,38.0,HS-grad,Married-civ-spouse,Husband,Male,
002-94-8402,42.0,,,Husband,Female,<=50K
945-73-0957,55.0,HS-grad,Married-civ-spouse,Husband,Male,
622-81-9409,19.0,,Married-civ-spouse,Wife,,
871-43-7345,36.0,Masters,,,Male,>50K
032-73-9557,20.0,HS-grad,,Other-relative,Male,
624-44-7173,60.0,HS-grad,,Husband,Female,>50K
929-57-6166,,,Married-civ-spouse,Husband,,
444-04-1768,45.0,Masters,,Husband,,
330-34-3980,30.0,Prof-school,Never-married,Not-in-family,,<=50K
755-03-6854,26.0,Bachelors,Never-married,Not-in-family,,<=50K
495-63-8820,18.0,HS-grad,Never-married,Own-child,Female,<=50K
791-06-2652,47.0,Bachelors,Never-married,Own-child,,<=50K
140-97-0515,17.0,,Never-married,,,<=50K
648-71-0073,33.0,1st-4th,Divorced,Not-in-family,,<=50K
723-80-2210,37.0,,Married-civ-spouse,,,>50K
713-51-3512,38.0,Bachelors,,,Female,<=50K
562-74-5699,27.0,Some-college,Never-married,Own-child,,
941-40-0490,51.0,,Married-civ-spouse,Husband,,
917-13-7591,39.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
562-92-9974,27.0,HS-grad,Married-civ-spouse,,Male,>50K
760-31-9409,41.0,Assoc-acdm,,Not-in-family,,
623-67-9360,,,Married-civ-spouse,Husband,Female,
286-54-7911,31.0,Bachelors,Married-spouse-absent,Unmarried,Male,<=50K
437-99-1400,40.0,Some-college,,Not-in-family,Male,<=50K
244-16-4618,34.0,Bachelors,Married-civ-spouse,Wife,,>50K
329-20-7616,60.0,HS-grad,Widowed,Not-in-family,Female,<=50K
916-33-9065,38.0,Bachelors,Never-married,Own-child,Male,<=50K
614-98-7714,57.0,,Married-civ-spouse,Husband,Male,<=50K
722-05-1596,34.0,,Divorced,Not-in-family,,
931-23-4642,20.0,Some-college,Never-married,Not-in-family,,
067-69-0417,50.0,,Married-civ-spouse,,,
891-98-4028,58.0,,Divorced,Not-in-family,Female,
861-21-0072,,Assoc-voc,Married-civ-spouse,,,<=50K
932-49-3856,60.0,,,Unmarried,,
843-85-7493,36.0,Assoc-acdm,,,Male,>50K
799-04-7910,24.0,,Married-spouse-absent,Own-child,,
415-75-5527,42.0,,Married-civ-spouse,Husband,Male,
910-10-4421,27.0,,Never-married,Not-in-family,,<=50K
384-42-8746,31.0,,Never-married,Not-in-family,,
419-59-4594,64.0,HS-grad,,Husband,,>50K
472-78-8697,39.0,,Divorced,,,<=50K
079-66-8304,68.0,,Widowed,Other-relative,Female,
048-18-7960,30.0,Some-college,Never-married,,Female,
176-96-5601,64.0,,Married-civ-spouse,,Male,<=50K
420-14-7419,32.0,Assoc-voc,Married-civ-spouse,,,
826-96-5601,75.0,Masters,Married-civ-spouse,Husband,Male,
767-59-8279,36.0,HS-grad,Divorced,Own-child,Female,
589-68-0589,17.0,,Never-married,Own-child,,
840-78-6239,26.0,Masters,Divorced,Not-in-family,Male,
534-79-7296,34.0,HS-grad,Married-civ-spouse,Husband,,
059-36-7321,35.0,HS-grad,Divorced,Unmarried,Female,<=50K
615-87-8377,,,Never-married,Other-relative,,
276-90-4176,21.0,,Never-married,Not-in-family,Male,<=50K
146-92-8746,32.0,Bachelors,,Husband,Female,
899-84-6436,31.0,,Married-civ-spouse,Husband,,
305-77-3955,32.0,HS-grad,Married-civ-spouse,Husband,Male,
499-72-3586,46.0,HS-grad,,Husband,Female,
254-63-7591,36.0,,Divorced,Not-in-family,Female,
609-88-9434,66.0,Assoc-acdm,Never-married,,Female,
410-78-0097,32.0,Bachelors,Married-civ-spouse,Husband,,
362-80-7124,42.0,Bachelors,Divorced,Not-in-family,,>50K
376-93-4889,,Bachelors,Never-married,Own-child,,<=50K
190-72-4815,86.0,Bachelors,Widowed,Not-in-family,,<=50K
007-55-5282,74.0,9th,Married-civ-spouse,,Male,
084-76-6584,32.0,,Never-married,Not-in-family,Male,
948-64-8647,,HS-grad,Never-married,Own-child,,
247-75-7985,64.0,Some-college,Married-civ-spouse,Wife,Male,
404-79-1154,,Some-college,Married-civ-spouse,,Male,>50K
486-97-7886,39.0,Some-college,Married-civ-spouse,,Male,
333-32-3095,41.0,HS-grad,Separated,Unmarried,,<=50K
970-51-5969,32.0,,,Husband,Female,
417-07-6166,45.0,7th-8th,,,Male,>50K
014-83-4152,38.0,,Married-civ-spouse,Husband,,
409-92-0147,34.0,,,Wife,Female,<=50K
687-37-7149,21.0,10th,Never-married,Not-in-family,,
998-92-5060,28.0,Bachelors,Never-married,,Male,<=50K
245-76-1670,30.0,Assoc-voc,Never-married,Not-in-family,Male,
599-60-0736,50.0,Bachelors,Married-civ-spouse,,Male,
265-50-9827,62.0,HS-grad,Married-civ-spouse,Husband,Male,
465-57-1252,39.0,Some-college,Married-civ-spouse,,Male,>50K
522-42-0146,17.0,Assoc-voc,Never-married,Other-relative,Male,
043-21-2530,64.0,,Married-civ-spouse,Husband,Male,
002-54-9140,31.0,Prof-school,,Husband,,
393-02-8255,61.0,,Widowed,Not-in-family,Female,
077-08-8452,40.0,HS-grad,Never-married,Not-in-family,Female,<=50K
234-36-7321,,Bachelors,Married-civ-spouse,Husband,Male,
923-89-4347,48.0,,Married-civ-spouse,Husband,,<=50K
363-60-5650,30.0,,,Husband,,
501-87-3463,54.0,,Married-civ-spouse,Husband,Male,<=50K
514-52-7026,22.0,,Never-married,,,<=50K
848-55-6510,55.0,Some-college,Married-civ-spouse,Husband,Male,
657-21-7444,,Masters,,Husband,,
102-51-8427,17.0,Some-college,Never-married,Own-child,,<=50K
178-04-0540,33.0,,Married-civ-spouse,Husband,,
861-76-2898,32.0,HS-grad,Never-married,Not-in-family,,<=50K
738-23-7099,27.0,,Never-married,,,
825-30-7124,31.0,Bachelors,Married-civ-spouse,Husband,,<=50K
977-33-4151,18.0,,,Own-child,,<=50K
195-97-6658,40.0,,Married-civ-spouse,Husband,Male,
381-63-3906,30.0,HS-grad,Never-married,Not-in-family,Female,<=50K
037-53-0712,51.0,,,,Female,
408-59-9508,54.0,Bachelors,Never-married,,Male,
877-64-1276,50.0,Some-college,Divorced,Unmarried,Male,
170-39-3120,,,Married-civ-spouse,Husband,Male,
370-48-5257,36.0,Assoc-acdm,Married-civ-spouse,Husband,,
906-11-1792,27.0,Preschool,Married-civ-spouse,,,
353-19-4102,19.0,HS-grad,Never-married,Own-child,Female,<=50K
268-94-9631,18.0,,Divorced,Not-in-family,Female,<=50K
896-92-8746,40.0,Some-college,,Own-child,,<=50K
310-31-9410,30.0,,Married-spouse-absent,Unmarried,,
625-27-6412,41.0,,Married-civ-spouse,Wife,,>50K
160-35-0122,58.0,,Married-civ-spouse,Husband,,>50K
052-94-8402,51.0,,Married-civ-spouse,Husband,,
121-62-1621,45.0,,Married-civ-spouse,Husband,Male,<=50K
832-12-5306,36.0,HS-grad,,Unmarried,Male,
542-07-6166,,,,,Female,<=50K
916-67-6903,,HS-grad,Divorced,Unmarried,,<=50K
286-39-4348,36.0,,Never-married,Own-child,,
365-78-6240,40.0,,Married-civ-spouse,Husband,,<=50K
856-72-6043,31.0,Assoc-acdm,Never-married,,Female,<=50K
487-83-7837,39.0,Assoc-acdm,Divorced,Not-in-family,Male,
775-98-2800,33.0,,,Unmarried,,
780-31-3267,30.0,,Never-married,Not-in-family,Male,<=50K
123-12-6535,37.0,HS-grad,Divorced,Not-in-family,Female,>50K
976-35-1350,32.0,Doctorate,,Husband,,
610-47-2972,35.0,HS-grad,Separated,Unmarried,Female,<=50K
592-16-8304,19.0,11th,Never-married,Own-child,Male,
411-11-7935,22.0,,Married-spouse-absent,Own-child,Female,<=50K
022-85-0122,,11th,Never-married,Own-child,Male,<=50K
603-50-1227,31.0,Bachelors,Married-civ-spouse,Husband,,
926-75-0613,21.0,HS-grad,,Own-child,Male,<=50K
409-82-8009,19.0,HS-grad,Never-married,Own-child,,
396-77-5183,,Assoc-acdm,Married-civ-spouse,Husband,Female,
421-59-0908,,Some-college,,Not-in-family,Male,
866-83-0465,37.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
246-68-3046,,,Married-civ-spouse,Wife,Male,>50K
751-41-2775,29.0,,,Husband,,<=50K
892-56-7566,28.0,Some-college,,,Male,>50K
158-96-8058,37.0,,Divorced,Unmarried,,<=50K
994-93-2431,18.0,HS-grad,Never-married,Own-child,,
649-04-7910,41.0,Masters,,,Male,<=50K
129-85-2579,48.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
722-54-2996,43.0,Prof-school,Married-civ-spouse,Husband,,<=50K
181-38-8206,27.0,,Never-married,Own-child,Female,
056-01-9655,61.0,Bachelors,Married-civ-spouse,Husband,,>50K
392-44-4717,42.0,HS-grad,Divorced,Not-in-family,,<=50K
836-60-9335,24.0,Some-college,Never-married,Own-child,,<=50K
348-52-5798,31.0,HS-grad,,Husband,Male,>50K
483-29-2382,24.0,,Never-married,Not-in-family,Female,<=50K
026-19-7788,61.0,,Married-civ-spouse,Husband,Male,
726-75-0613,,,Divorced,Unmarried,Male,
281-97-1744,26.0,,Never-married,Not-in-family,Male,<=50K
312-99-1400,33.0,Masters,Married-civ-spouse,Husband,Female,
548-77-1498,36.0,HS-grad,Married-civ-spouse,Husband,,
809-45-9458,35.0,Some-college,,Wife,Female,
317-90-5405,39.0,,Divorced,,,
065-44-8402,,Bachelors,Divorced,Not-in-family,,<=50K
324-20-1473,32.0,Some-college,Married-civ-spouse,Husband,,
442-93-6117,,Masters,,,,<=50K
887-74-5699,,,Never-married,Not-in-family,Female,<=50K
264-03-5626,27.0,,Married-civ-spouse,Husband,,
811-42-5060,31.0,,Never-married,Not-in-family,Female,<=50K
001-04-4226,33.0,HS-grad,Married-civ-spouse,Husband,Male,
042-26-0442,35.0,10th,Married-civ-spouse,Husband,Male,
558-20-0245,45.0,HS-grad,,,Male,<=50K
271-92-8746,40.0,10th,Married-civ-spouse,Husband,Male,>50K
734-67-4446,40.0,,Married-civ-spouse,Husband,Male,<=50K
607-95-4544,26.0,Some-college,Never-married,,Female,
156-81-8181,25.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
562-80-7124,42.0,,Divorced,Not-in-family,,<=50K
298-95-5773,28.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
603-13-2677,65.0,Some-college,,,Male,>50K
006-14-2506,32.0,Some-college,Divorced,,Female,>50K
332-92-3832,18.0,HS-grad,Never-married,Own-child,Female,<=50K
822-57-3709,62.0,HS-grad,,Husband,Male,
408-66-0933,22.0,Some-college,Never-married,Unmarried,Female,<=50K
185-35-0122,29.0,Assoc-acdm,,Not-in-family,Male,<=50K
303-65-4790,22.0,Some-college,Never-married,Not-in-family,Female,
175-27-6412,19.0,HS-grad,,Own-child,Female,<=50K
806-57-2480,36.0,,,,,
562-25-4299,38.0,,Never-married,,Female,<=50K
759-02-9483,52.0,Masters,Married-civ-spouse,Husband,Male,<=50K
018-67-3218,32.0,11th,Never-married,Not-in-family,,<=50K
871-59-0908,,,Married-civ-spouse,Husband,Male,
646-25-3070,51.0,Bachelors,,Husband,Female,
542-90-5404,74.0,,Never-married,Not-in-family,Male,<=50K
916-76-9040,68.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
724-20-1473,41.0,Some-college,Married-civ-spouse,Husband,Male,>50K
647-72-7272,40.0,HS-grad,Married-civ-spouse,Husband,Male,
477-27-2726,37.0,HS-grad,Married-civ-spouse,Husband,,<=50K
933-59-9507,,,Never-married,Own-child,,<=50K
797-11-3021,68.0,Some-college,,Husband,,>50K
040-50-9827,23.0,5th-6th,Married-civ-spouse,Wife,Female,<=50K
943-15-1104,32.0,Prof-school,,Not-in-family,,<=50K
964-92-6288,22.0,HS-grad,Never-married,Own-child,Male,
973-49-5085,25.0,,Never-married,Not-in-family,,>50K
040-90-9090,26.0,11th,Never-married,Own-child,,
252-76-4127,34.0,Bachelors,Married-civ-spouse,Husband,,<=50K
292-56-7567,25.0,,,Not-in-family,,
166-64-6191,19.0,,,Not-in-family,Male,<=50K
169-16-4618,50.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
130-34-3980,21.0,Bachelors,Never-married,Unmarried,Male,<=50K
529-82-1866,23.0,Some-college,Never-married,,Male,
313-14-4962,42.0,,,Husband,Male,>50K
828-93-1203,44.0,Masters,Married-civ-spouse,Husband,Male,<=50K
964-77-2726,38.0,10th,Married-civ-spouse,Husband,,
472-02-0884,26.0,Bachelors,,Other-relative,Male,<=50K
637-77-6412,23.0,HS-grad,,,Male,<=50K
033-72-2358,27.0,Bachelors,Never-married,Unmarried,Female,
734-02-9483,29.0,HS-grad,,Husband,Female,<=50K
418-67-3218,28.0,,Married-civ-spouse,Husband,Female,
475-82-9237,63.0,HS-grad,Married-civ-spouse,Husband,,>50K
118-12-0393,23.0,Bachelors,,Unmarried,Female,
244-84-0294,23.0,Some-college,Never-married,Not-in-family,Female,<=50K
092-56-7567,41.0,,,Not-in-family,,
540-93-9802,35.0,Assoc-acdm,Never-married,,Female,<=50K
246-62-1621,24.0,12th,,Husband,,
783-84-5208,52.0,Bachelors,Separated,Unmarried,,
344-01-1056,,Bachelors,Never-married,Not-in-family,,
042-50-6142,46.0,,Married-civ-spouse,Husband,Male,>50K
308-32-3095,63.0,,,Husband,Male,
197-17-4446,59.0,,Married-civ-spouse,Husband,Male,>50K
418-42-7518,19.0,,Never-married,Own-child,,<=50K
690-38-6977,21.0,,Never-married,,Male,
467-10-6879,34.0,Some-college,,Husband,Male,>50K
741-70-7615,58.0,11th,Married-civ-spouse,Husband,,>50K
519-04-1768,31.0,Some-college,Married-civ-spouse,,Male,
778-62-4077,18.0,HS-grad,,Not-in-family,Female,<=50K
110-35-0122,36.0,,,,Male,
910-62-6534,32.0,HS-grad,Married-civ-spouse,,Male,
074-44-7174,25.0,,Never-married,Not-in-family,,>50K
297-51-2284,53.0,Assoc-voc,Married-civ-spouse,Husband,Male,
165-93-9803,29.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
616-49-2628,29.0,11th,Married-civ-spouse,Own-child,Male,>50K
512-68-4274,37.0,,Divorced,Not-in-family,,<=50K
591-00-1227,51.0,HS-grad,Married-civ-spouse,Husband,,>50K
339-80-3439,17.0,11th,Never-married,Own-child,,<=50K
530-03-6854,34.0,10th,,,Male,>50K
572-05-1596,22.0,HS-grad,Never-married,Not-in-family,,<=50K
762-62-2849,67.0,Some-college,Married-civ-spouse,Husband,,<=50K
870-60-8107,40.0,HS-grad,Married-civ-spouse,,,
566-61-5478,19.0,HS-grad,Never-married,Own-child,Male,<=50K
025-85-9950,47.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
061-08-7223,36.0,Some-college,,Other-relative,Female,<=50K
878-34-7664,35.0,Bachelors,Divorced,Unmarried,,<=50K
787-07-0023,20.0,HS-grad,Never-married,Other-relative,Male,<=50K
184-85-8722,26.0,10th,Married-civ-spouse,Husband,Male,<=50K
758-96-8058,39.0,11th,Married-civ-spouse,,Male,>50K
418-85-7493,22.0,Masters,Never-married,Own-child,,
848-34-1522,21.0,Bachelors,Never-married,Own-child,,<=50K
640-69-4102,28.0,HS-grad,Divorced,Not-in-family,Female,
320-66-9532,35.0,Some-college,Divorced,Not-in-family,Male,
007-95-4545,39.0,Some-college,Married-civ-spouse,Husband,,>50K
973-03-4397,59.0,HS-grad,Married-civ-spouse,,,<=50K
855-83-5379,,Bachelors,,,Female,
680-55-8967,39.0,Bachelors,,Not-in-family,Female,
288-57-4938,33.0,1st-4th,Married-civ-spouse,Wife,Male,
563-91-2775,19.0,Bachelors,Never-married,Own-child,Female,
684-12-1620,,Some-college,Married-civ-spouse,Husband,Male,<=50K
906-63-3905,37.0,,Married-civ-spouse,Wife,Female,<=50K
878-47-0515,33.0,Some-college,Married-civ-spouse,Husband,,<=50K
312-22-3586,65.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
219-44-1031,31.0,Masters,Married-civ-spouse,Husband,,
727-02-7026,36.0,,Divorced,Not-in-family,Female,
148-89-4348,66.0,Some-college,,Own-child,,
005-68-1818,41.0,Bachelors,Married-civ-spouse,,,<=50K
205-43-6117,18.0,,Never-married,Own-child,Male,
177-30-3439,,Bachelors,Never-married,Own-child,Male,<=50K
318-21-2530,60.0,Some-college,Never-married,Not-in-family,Male,
654-26-9041,20.0,1st-4th,Never-married,,Male,>50K
970-36-2406,,Masters,,Own-child,Female,<=50K
106-48-0343,34.0,Assoc-voc,Married-civ-spouse,,,<=50K
793-42-7517,27.0,,Married-civ-spouse,Wife,Male,>50K
646-65-2333,62.0,HS-grad,Married-civ-spouse,Husband,Male,
111-54-7911,26.0,Some-college,Never-married,Own-child,,
715-32-5552,23.0,Some-college,Never-married,,,<=50K
322-88-0835,,Assoc-voc,,Own-child,,
185-78-0098,36.0,11th,Married-civ-spouse,,Male,
032-77-0270,28.0,,Never-married,,,
539-34-2751,53.0,Bachelors,Divorced,,,<=50K
055-12-8992,35.0,9th,,Husband,Male,
968-64-2505,53.0,11th,Married-civ-spouse,Husband,,
976-28-9925,77.0,HS-grad,,,Male,<=50K
619-53-3168,35.0,HS-grad,Married-civ-spouse,Wife,,>50K
526-78-1326,52.0,HS-grad,Never-married,Unmarried,Female,
236-97-7886,52.0,,Divorced,Not-in-family,Male,<=50K
252-51-8427,24.0,,Never-married,Other-relative,Female,
101-99-6314,22.0,,Married-civ-spouse,,Male,>50K
347-54-2997,64.0,HS-grad,Widowed,Not-in-family,,
691-27-7640,33.0,Some-college,Married-civ-spouse,Husband,Male,>50K
757-95-4544,36.0,,Married-civ-spouse,Husband,Male,<=50K
170-27-0270,31.0,,Married-civ-spouse,Husband,Female,
133-01-5970,,Some-college,Never-married,Own-child,Male,<=50K
748-67-9360,34.0,,,Unmarried,Female,<=50K
331-38-8206,52.0,10th,Married-civ-spouse,Husband,Male,
163-75-9213,,HS-grad,Never-married,Own-child,,
977-64-1276,61.0,7th-8th,,Wife,Male,>50K
929-36-1178,33.0,Bachelors,Married-civ-spouse,Husband,,
382-00-2456,32.0,,Never-married,Not-in-family,,<=50K
518-51-9655,49.0,,,Not-in-family,Female,<=50K
794-71-7443,24.0,Some-college,Never-married,,,<=50K
763-57-4937,32.0,HS-grad,,Not-in-family,Female,<=50K
071-95-9459,28.0,Some-college,,Not-in-family,,
592-50-6141,26.0,Bachelors,Married-civ-spouse,Wife,,
825-42-9974,32.0,,Divorced,Not-in-family,,<=50K
732-55-5281,,Bachelors,,Husband,Male,>50K
204-66-8304,65.0,Masters,Widowed,Unmarried,,
687-31-5724,,HS-grad,,Not-in-family,Female,<=50K
717-84-3979,55.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
889-52-7026,,HS-grad,Married-civ-spouse,Husband,,<=50K
899-41-6461,23.0,,Never-married,Own-child,Male,
242-99-7542,,Some-college,Divorced,Own-child,Female,
100-24-5700,43.0,,Separated,Unmarried,Female,
067-90-5405,63.0,,Married-civ-spouse,Husband,,>50K
939-55-7738,43.0,,Married-civ-spouse,Husband,Male,
122-81-9410,32.0,HS-grad,Never-married,Unmarried,,
057-98-5257,34.0,,,Husband,,
936-94-7173,24.0,,Married-civ-spouse,Husband,Male,<=50K
781-75-6755,45.0,,,Unmarried,Male,<=50K
573-71-0073,,Assoc-voc,Married-civ-spouse,Husband,Male,
725-09-2136,,Bachelors,Never-married,Own-child,,
648-83-2923,39.0,HS-grad,,Not-in-family,,
881-32-6780,51.0,,Married-civ-spouse,,Female,
067-84-3980,30.0,HS-grad,Married-civ-spouse,Husband,,<=50K
035-90-2948,39.0,,,,,
674-20-1473,71.0,Masters,,Not-in-family,,<=50K
643-42-7517,31.0,Assoc-voc,Never-married,,Female,<=50K
104-69-9017,25.0,Some-college,Never-married,Own-child,Male,
328-25-5527,17.0,Assoc-acdm,Never-married,,Female,<=50K
143-55-0368,35.0,,,Husband,Male,>50K
290-23-3414,39.0,Assoc-voc,Never-married,Not-in-family,,
739-52-7026,63.0,,Married-civ-spouse,Husband,,<=50K
299-90-7862,22.0,HS-grad,Never-married,,Male,
511-51-7198,60.0,Prof-school,Married-civ-spouse,,Male,<=50K
388-88-2063,51.0,Some-college,Widowed,,,
455-00-6142,35.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
520-14-7419,36.0,Some-college,Never-married,Not-in-family,Female,<=50K
427-24-2014,45.0,,Married-civ-spouse,Husband,Male,
939-83-4151,52.0,HS-grad,Married-civ-spouse,Husband,,
360-56-5110,17.0,7th-8th,Never-married,Own-child,Male,
365-54-0540,28.0,Assoc-voc,,Husband,,<=50K
918-94-9630,18.0,Bachelors,Never-married,,Female,
577-45-7001,50.0,HS-grad,Married-civ-spouse,Husband,Male,
478-00-9827,38.0,Some-college,,,Male,<=50K
138-02-2112,49.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
967-62-8991,40.0,,Divorced,Unmarried,Male,<=50K
296-86-7321,33.0,11th,Never-married,,Male,
725-82-9237,33.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
507-77-0269,,,Married-civ-spouse,Husband,,>50K
341-46-1916,50.0,,Married-civ-spouse,,,
155-06-7567,51.0,12th,Married-civ-spouse,,,>50K
538-45-2087,39.0,Some-college,Married-civ-spouse,Husband,Male,>50K
625-15-3562,47.0,Bachelors,Divorced,Not-in-family,,<=50K
691-89-1891,18.0,Some-college,,Own-child,,<=50K
970-39-3119,37.0,,Never-married,,,
558-81-4495,33.0,Masters,Married-civ-spouse,Husband,Male,
642-87-4692,25.0,Some-college,,Unmarried,,<=50K
